VA_EXERCICIO;COD_IBGE;NO_ESTADO;SG_ESTADO;SG_DIMENSAO;NO_VERIFICACAO;PONTUACAO
2020;28;Sergipe;SE;DIII;D3_00002;1
2020;22;Piauí;PI;DIII;D3_00002;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00002;1
2020;15;Pará;PA;DIII;D3_00002;1
2020;29;Bahia;BA;DIII;D3_00002;1
2020;12;Acre;AC;DIII;D3_00002;1
2020;27;Alagoas;AL;DIII;D3_00002;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00002;1
2020;23;Ceará;CE;DIII;D3_00002;1
2020;51;Mato Grosso;MT;DIII;D3_00002;0
2020;53;Distrito Federal;DF;DIII;D3_00002;1
2020;31;Minas Gerais;MG;DIII;D3_00002;1
2020;35;São Paulo;SP;DIII;D3_00002;1
2020;21;Maranhão;MA;DIII;D3_00002;1
2020;14;Roraima;RR;DIII;D3_00002;1
2020;16;Amapá;AP;DIII;D3_00002;1
2020;26;Pernambuco;PE;DIII;D3_00003;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00003;1
2020;11;Rondônia;RO;DIII;D3_00003;1
2020;32;Espírito Santo;ES;DIII;D3_00003;1
2020;41;Paraná;PR;DIII;D3_00003;1
2020;25;Paraíba;PB;DIII;D3_00003;1
2020;52;Goiás;GO;DIII;D3_00003;1
2020;17;Tocantins;TO;DIII;D3_00003;1
2020;13;Amazonas;AM;DIII;D3_00003;1
2020;42;Santa Catarina;SC;DIII;D3_00003;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00003;1
2020;28;Sergipe;SE;DIII;D3_00003;1
2020;22;Piauí;PI;DIII;D3_00003;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00003;1
2020;15;Pará;PA;DIII;D3_00003;1
2020;29;Bahia;BA;DIII;D3_00003;1
2020;12;Acre;AC;DIII;D3_00003;1
2020;27;Alagoas;AL;DIII;D3_00003;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00003;1
2020;23;Ceará;CE;DIII;D3_00003;0
2020;51;Mato Grosso;MT;DIII;D3_00003;1
2020;53;Distrito Federal;DF;DIII;D3_00003;1
2020;31;Minas Gerais;MG;DIII;D3_00003;1
2020;35;São Paulo;SP;DIII;D3_00003;1
2020;21;Maranhão;MA;DIII;D3_00003;1
2020;14;Roraima;RR;DIII;D3_00003;1
2020;16;Amapá;AP;DIII;D3_00003;1
2020;26;Pernambuco;PE;DIII;D3_00005;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00005;1
2020;11;Rondônia;RO;DIII;D3_00005;1
2020;32;Espírito Santo;ES;DIII;D3_00005;1
2020;41;Paraná;PR;DIII;D3_00005;1
2020;25;Paraíba;PB;DIII;D3_00005;1
2020;52;Goiás;GO;DIII;D3_00005;1
2020;17;Tocantins;TO;DIII;D3_00005;0
2020;13;Amazonas;AM;DIII;D3_00005;1
2020;42;Santa Catarina;SC;DIII;D3_00005;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00005;1
2020;28;Sergipe;SE;DIII;D3_00005;1
2020;22;Piauí;PI;DIII;D3_00005;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00005;0
2020;15;Pará;PA;DIII;D3_00005;1
2020;29;Bahia;BA;DIII;D3_00005;1
2020;12;Acre;AC;DIII;D3_00005;1
2020;27;Alagoas;AL;DIII;D3_00005;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00005;1
2020;23;Ceará;CE;DIII;D3_00005;1
2020;51;Mato Grosso;MT;DIII;D3_00005;1
2020;53;Distrito Federal;DF;DIII;D3_00005;1
2020;31;Minas Gerais;MG;DIII;D3_00005;1
2020;35;São Paulo;SP;DIII;D3_00005;0
2020;21;Maranhão;MA;DIII;D3_00005;1
2020;14;Roraima;RR;DIII;D3_00005;1
2020;16;Amapá;AP;DIII;D3_00005;1
2020;26;Pernambuco;PE;DIII;D3_00006;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00006;1
2020;11;Rondônia;RO;DIII;D3_00006;1
2020;32;Espírito Santo;ES;DIII;D3_00006;1
2020;41;Paraná;PR;DIII;D3_00006;1
2020;25;Paraíba;PB;DIII;D3_00006;1
2020;52;Goiás;GO;DIII;D3_00006;1
2020;17;Tocantins;TO;DIII;D3_00006;1
2020;13;Amazonas;AM;DIII;D3_00006;1
2020;42;Santa Catarina;SC;DIII;D3_00006;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00006;1
2020;28;Sergipe;SE;DIII;D3_00006;1
2020;22;Piauí;PI;DIII;D3_00006;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00006;1
2020;15;Pará;PA;DIII;D3_00006;1
2020;29;Bahia;BA;DIII;D3_00006;1
2020;12;Acre;AC;DIII;D3_00006;1
2020;27;Alagoas;AL;DIII;D3_00006;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00006;1
2020;23;Ceará;CE;DIII;D3_00006;1
2020;51;Mato Grosso;MT;DIII;D3_00006;0
2020;53;Distrito Federal;DF;DIII;D3_00006;1
2020;31;Minas Gerais;MG;DIII;D3_00006;1
2020;35;São Paulo;SP;DIII;D3_00006;1
2020;21;Maranhão;MA;DIII;D3_00006;1
2020;14;Roraima;RR;DIII;D3_00006;1
2020;16;Amapá;AP;DIII;D3_00006;0
2020;26;Pernambuco;PE;DIII;D3_00007;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00007;1
2020;11;Rondônia;RO;DIII;D3_00007;1
2020;32;Espírito Santo;ES;DIII;D3_00007;1
2020;41;Paraná;PR;DIII;D3_00007;1
2020;25;Paraíba;PB;DIII;D3_00007;1
2020;52;Goiás;GO;DIII;D3_00007;1
2020;17;Tocantins;TO;DIII;D3_00007;0
2020;13;Amazonas;AM;DIII;D3_00007;1
2020;42;Santa Catarina;SC;DIII;D3_00007;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00007;1
2020;28;Sergipe;SE;DIII;D3_00007;1
2020;22;Piauí;PI;DIII;D3_00007;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00007;1
2020;15;Pará;PA;DIII;D3_00007;1
2020;29;Bahia;BA;DIII;D3_00007;1
2020;12;Acre;AC;DIII;D3_00007;1
2020;27;Alagoas;AL;DIII;D3_00007;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00007;1
2020;23;Ceará;CE;DIII;D3_00007;1
2020;51;Mato Grosso;MT;DIII;D3_00007;1
2020;53;Distrito Federal;DF;DIII;D3_00007;1
2020;31;Minas Gerais;MG;DIII;D3_00007;1
2020;35;São Paulo;SP;DIII;D3_00007;1
2020;21;Maranhão;MA;DIII;D3_00007;1
2020;14;Roraima;RR;DIII;D3_00007;1
2020;16;Amapá;AP;DIII;D3_00007;1
2020;26;Pernambuco;PE;DIII;D3_00008;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00008;0
2020;11;Rondônia;RO;DIII;D3_00008;0
2020;32;Espírito Santo;ES;DIII;D3_00008;1
2020;41;Paraná;PR;DIII;D3_00008;1
2020;25;Paraíba;PB;DIII;D3_00008;0
2020;52;Goiás;GO;DIII;D3_00008;1
2020;17;Tocantins;TO;DIII;D3_00008;1
2020;13;Amazonas;AM;DIII;D3_00008;1
2020;42;Santa Catarina;SC;DIII;D3_00008;0
2020;43;Rio Grande do Sul;RS;DIII;D3_00008;1
2020;28;Sergipe;SE;DIII;D3_00008;0
2020;22;Piauí;PI;DIII;D3_00008;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00008;1
2020;15;Pará;PA;DIII;D3_00008;1
2020;29;Bahia;BA;DIII;D3_00008;1
2020;12;Acre;AC;DIII;D3_00008;0
2020;27;Alagoas;AL;DIII;D3_00008;0
2020;33;Rio de Janeiro;RJ;DIII;D3_00008;0
2020;23;Ceará;CE;DIII;D3_00008;1
2020;51;Mato Grosso;MT;DIII;D3_00008;0
2020;53;Distrito Federal;DF;DIII;D3_00008;0
2020;31;Minas Gerais;MG;DIII;D3_00008;0
2020;35;São Paulo;SP;DIII;D3_00008;0
2020;21;Maranhão;MA;DIII;D3_00008;0
2020;14;Roraima;RR;DIII;D3_00008;0
2020;16;Amapá;AP;DIII;D3_00008;0
2020;26;Pernambuco;PE;DIII;D3_00009;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00009;0
2020;11;Rondônia;RO;DIII;D3_00009;1
2020;32;Espírito Santo;ES;DIII;D3_00009;0
2020;41;Paraná;PR;DIII;D3_00009;1
2020;25;Paraíba;PB;DIII;D3_00009;0
2020;52;Goiás;GO;DIII;D3_00009;1
2020;17;Tocantins;TO;DIII;D3_00009;1
2020;13;Amazonas;AM;DIII;D3_00009;0
2020;42;Santa Catarina;SC;DIII;D3_00009;0
2020;43;Rio Grande do Sul;RS;DIII;D3_00009;1
2020;28;Sergipe;SE;DIII;D3_00009;0
2020;22;Piauí;PI;DIII;D3_00009;0
2020;24;Rio Grande do Norte;RN;DIII;D3_00009;1
2020;15;Pará;PA;DIII;D3_00009;1
2020;29;Bahia;BA;DIII;D3_00009;1
2020;12;Acre;AC;DIII;D3_00009;0
2020;27;Alagoas;AL;DIII;D3_00009;0
2020;33;Rio de Janeiro;RJ;DIII;D3_00009;0
2020;23;Ceará;CE;DIII;D3_00009;0
2020;51;Mato Grosso;MT;DIII;D3_00009;0
2020;53;Distrito Federal;DF;DIII;D3_00009;0
2020;31;Minas Gerais;MG;DIII;D3_00009;0
2020;35;São Paulo;SP;DIII;D3_00009;0
2020;21;Maranhão;MA;DIII;D3_00009;0
2020;14;Roraima;RR;DIII;D3_00009;0
2020;16;Amapá;AP;DIII;D3_00009;0
2020;26;Pernambuco;PE;DIII;D3_00010;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00010;1
2020;11;Rondônia;RO;DIII;D3_00010;0
2020;32;Espírito Santo;ES;DIII;D3_00010;1
2020;41;Paraná;PR;DIII;D3_00010;1
2020;25;Paraíba;PB;DIII;D3_00010;0
2020;52;Goiás;GO;DIII;D3_00010;0
2020;17;Tocantins;TO;DIII;D3_00010;1
2020;13;Amazonas;AM;DIII;D3_00010;1
2020;42;Santa Catarina;SC;DIII;D3_00010;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00010;1
2020;28;Sergipe;SE;DIII;D3_00010;0
2020;22;Piauí;PI;DIII;D3_00010;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00010;1
2020;15;Pará;PA;DIII;D3_00010;1
2020;29;Bahia;BA;DIII;D3_00010;1
2020;12;Acre;AC;DIII;D3_00010;1
2020;27;Alagoas;AL;DIII;D3_00010;0
2020;33;Rio de Janeiro;RJ;DIII;D3_00010;1
2020;23;Ceará;CE;DIII;D3_00010;1
2020;51;Mato Grosso;MT;DIII;D3_00010;0
2020;53;Distrito Federal;DF;DIII;D3_00010;1
2020;31;Minas Gerais;MG;DIII;D3_00010;0
2020;35;São Paulo;SP;DIII;D3_00010;0
2020;21;Maranhão;MA;DIII;D3_00010;0
2020;14;Roraima;RR;DIII;D3_00010;0
2020;16;Amapá;AP;DIII;D3_00010;0
2020;26;Pernambuco;PE;DIII;D3_00011;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00011;1
2020;11;Rondônia;RO;DIII;D3_00011;1
2020;32;Espírito Santo;ES;DIII;D3_00011;1
2020;41;Paraná;PR;DIII;D3_00011;0
2020;25;Paraíba;PB;DIII;D3_00011;1
2020;52;Goiás;GO;DIII;D3_00011;1
2020;17;Tocantins;TO;DIII;D3_00011;1
2020;13;Amazonas;AM;DIII;D3_00011;1
2020;42;Santa Catarina;SC;DIII;D3_00011;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00011;0
2020;28;Sergipe;SE;DIII;D3_00011;1
2020;22;Piauí;PI;DIII;D3_00011;0
2020;24;Rio Grande do Norte;RN;DIII;D3_00011;1
2020;15;Pará;PA;DIII;D3_00011;1
2020;29;Bahia;BA;DIII;D3_00011;1
2020;12;Acre;AC;DIII;D3_00011;1
2020;27;Alagoas;AL;DIII;D3_00011;0
2020;33;Rio de Janeiro;RJ;DIII;D3_00011;1
2020;23;Ceará;CE;DIII;D3_00011;1
2020;51;Mato Grosso;MT;DIII;D3_00011;1
2020;53;Distrito Federal;DF;DIII;D3_00011;1
2020;31;Minas Gerais;MG;DIII;D3_00011;0
2020;35;São Paulo;SP;DIII;D3_00011;0
2020;21;Maranhão;MA;DIII;D3_00011;0
2020;14;Roraima;RR;DIII;D3_00011;1
2020;16;Amapá;AP;DIII;D3_00011;1
2020;26;Pernambuco;PE;DIII;D3_00012;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00012;1
2020;11;Rondônia;RO;DIII;D3_00012;1
2020;32;Espírito Santo;ES;DIII;D3_00012;1
2020;41;Paraná;PR;DIII;D3_00012;1
2020;25;Paraíba;PB;DIII;D3_00012;1
2020;52;Goiás;GO;DIII;D3_00012;1
2020;17;Tocantins;TO;DIII;D3_00012;1
2020;13;Amazonas;AM;DIII;D3_00012;1
2020;42;Santa Catarina;SC;DIII;D3_00012;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00012;1
2020;28;Sergipe;SE;DIII;D3_00012;1
2020;22;Piauí;PI;DIII;D3_00012;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00012;1
2020;15;Pará;PA;DIII;D3_00012;1
2020;29;Bahia;BA;DIII;D3_00012;1
2020;12;Acre;AC;DIII;D3_00012;1
2020;27;Alagoas;AL;DIII;D3_00012;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00012;1
2020;23;Ceará;CE;DIII;D3_00012;1
2020;51;Mato Grosso;MT;DIII;D3_00012;1
2020;53;Distrito Federal;DF;DIII;D3_00012;1
2020;31;Minas Gerais;MG;DIII;D3_00012;1
2020;35;São Paulo;SP;DIII;D3_00012;1
2020;21;Maranhão;MA;DIII;D3_00012;1
2020;14;Roraima;RR;DIII;D3_00012;1
2020;16;Amapá;AP;DIII;D3_00012;1
2020;26;Pernambuco;PE;DIII;D3_00013;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00013;1
2020;11;Rondônia;RO;DIII;D3_00013;1
2020;32;Espírito Santo;ES;DIII;D3_00013;1
2020;41;Paraná;PR;DIII;D3_00013;1
2020;25;Paraíba;PB;DIII;D3_00013;1
2020;52;Goiás;GO;DIII;D3_00013;1
2020;17;Tocantins;TO;DIII;D3_00013;1
2020;13;Amazonas;AM;DIII;D3_00013;1
2020;42;Santa Catarina;SC;DIII;D3_00013;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00013;1
2020;28;Sergipe;SE;DIII;D3_00013;1
2020;22;Piauí;PI;DIII;D3_00013;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00013;1
2020;15;Pará;PA;DIII;D3_00013;1
2020;29;Bahia;BA;DIII;D3_00013;1
2020;12;Acre;AC;DIII;D3_00013;1
2020;27;Alagoas;AL;DIII;D3_00013;0
2020;33;Rio de Janeiro;RJ;DIII;D3_00013;1
2020;23;Ceará;CE;DIII;D3_00013;1
2020;51;Mato Grosso;MT;DIII;D3_00013;1
2020;53;Distrito Federal;DF;DIII;D3_00013;1
2020;31;Minas Gerais;MG;DIII;D3_00013;0
2020;35;São Paulo;SP;DIII;D3_00013;0
2020;21;Maranhão;MA;DIII;D3_00013;1
2020;14;Roraima;RR;DIII;D3_00013;1
2020;16;Amapá;AP;DIII;D3_00013;1
2020;26;Pernambuco;PE;DIII;D3_00014;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00014;1
2020;11;Rondônia;RO;DIII;D3_00014;1
2020;32;Espírito Santo;ES;DIII;D3_00014;1
2020;41;Paraná;PR;DIII;D3_00014;1
2020;25;Paraíba;PB;DIII;D3_00014;1
2020;52;Goiás;GO;DIII;D3_00014;1
2020;17;Tocantins;TO;DIII;D3_00014;1
2020;13;Amazonas;AM;DIII;D3_00014;1
2020;42;Santa Catarina;SC;DIII;D3_00014;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00014;1
2020;28;Sergipe;SE;DIII;D3_00014;1
2020;22;Piauí;PI;DIII;D3_00014;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00014;1
2020;15;Pará;PA;DIII;D3_00014;1
2020;29;Bahia;BA;DIII;D3_00014;1
2020;12;Acre;AC;DIII;D3_00014;1
2020;27;Alagoas;AL;DIII;D3_00014;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00014;1
2020;23;Ceará;CE;DIII;D3_00014;1
2020;51;Mato Grosso;MT;DIII;D3_00014;1
2020;53;Distrito Federal;DF;DIII;D3_00014;1
2020;31;Minas Gerais;MG;DIII;D3_00014;1
2020;35;São Paulo;SP;DIII;D3_00014;0
2020;21;Maranhão;MA;DIII;D3_00014;1
2020;14;Roraima;RR;DIII;D3_00014;1
2020;16;Amapá;AP;DIII;D3_00014;1
2020;26;Pernambuco;PE;DIII;D3_00015;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00015;1
2020;11;Rondônia;RO;DIII;D3_00015;1
2020;32;Espírito Santo;ES;DIII;D3_00015;1
2020;41;Paraná;PR;DIII;D3_00015;1
2020;25;Paraíba;PB;DIII;D3_00015;1
2020;52;Goiás;GO;DIII;D3_00015;1
2020;17;Tocantins;TO;DIII;D3_00015;1
2020;13;Amazonas;AM;DIII;D3_00015;1
2020;42;Santa Catarina;SC;DIII;D3_00015;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00015;1
2020;28;Sergipe;SE;DIII;D3_00015;1
2020;22;Piauí;PI;DIII;D3_00015;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00015;1
2020;15;Pará;PA;DIII;D3_00015;1
2020;29;Bahia;BA;DIII;D3_00015;1
2020;12;Acre;AC;DIII;D3_00015;1
2020;27;Alagoas;AL;DIII;D3_00015;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00015;1
2020;23;Ceará;CE;DIII;D3_00015;1
2020;51;Mato Grosso;MT;DIII;D3_00015;1
2020;53;Distrito Federal;DF;DIII;D3_00015;1
2020;31;Minas Gerais;MG;DIII;D3_00015;1
2020;35;São Paulo;SP;DIII;D3_00015;1
2020;21;Maranhão;MA;DIII;D3_00015;1
2020;14;Roraima;RR;DIII;D3_00015;1
2020;16;Amapá;AP;DIII;D3_00015;1
2020;26;Pernambuco;PE;DIII;D3_00016;1
2020;50;Mato Grosso do Sul;MS;DIII;D3_00016;1
2020;11;Rondônia;RO;DIII;D3_00016;1
2020;32;Espírito Santo;ES;DIII;D3_00016;1
2020;41;Paraná;PR;DIII;D3_00016;1
2020;25;Paraíba;PB;DIII;D3_00016;1
2020;52;Goiás;GO;DIII;D3_00016;1
2020;17;Tocantins;TO;DIII;D3_00016;1
2020;13;Amazonas;AM;DIII;D3_00016;1
2020;42;Santa Catarina;SC;DIII;D3_00016;1
2020;43;Rio Grande do Sul;RS;DIII;D3_00016;1
2020;28;Sergipe;SE;DIII;D3_00016;1
2020;22;Piauí;PI;DIII;D3_00016;1
2020;24;Rio Grande do Norte;RN;DIII;D3_00016;1
2020;15;Pará;PA;DIII;D3_00016;1
2020;29;Bahia;BA;DIII;D3_00016;1
2020;12;Acre;AC;DIII;D3_00016;1
2020;27;Alagoas;AL;DIII;D3_00016;1
2020;33;Rio de Janeiro;RJ;DIII;D3_00016;1
2020;23;Ceará;CE;DIII;D3_00016;1
2020;51;Mato Grosso;MT;DIII;D3_00016;1
2020;53;Distrito Federal;DF;DIII;D3_00016;1
2020;31;Minas Gerais;MG;DIII;D3_00016;1
2020;35;São Paulo;SP;DIII;D3_00016;1
2020;21;Maranhão;MA;DIII;D3_00016;1
2020;14;Roraima;RR;DIII;D3_00016;1
2020;16;Amapá;AP;DIII;D3_00016;1
2020;26;Pernambuco;PE;DIV;D4_00001;1
2020;50;Mato Grosso do Sul;MS;DIV;D4_00001;1
2020;11;Rondônia;RO;DIV;D4_00001;1
2020;32;Espírito Santo;ES;DIV;D4_00001;1
2020;41;Paraná;PR;DIV;D4_00001;1
2020;25;Paraíba;PB;DIV;D4_00001;1
2020;52;Goiás;GO;DIV;D4_00001;1
2020;17;Tocantins;TO;DIV;D4_00001;1
2020;13;Amazonas;AM;DIV;D4_00001;1
2020;42;Santa Catarina;SC;DIV;D4_00001;1
2020;43;Rio Grande do Sul;RS;DIV;D4_00001;1
2020;28;Sergipe;SE;DIV;D4_00001;1
2020;22;Piauí;PI;DIV;D4_00001;1
2020;24;Rio Grande do Norte;RN;DIV;D4_00001;1
2020;15;Pará;PA;DIV;D4_00001;1
2020;29;Bahia;BA;DIV;D4_00001;1
2020;12;Acre;AC;DIV;D4_00001;1
2020;27;Alagoas;AL;DIV;D4_00001;1
2020;33;Rio de Janeiro;RJ;DIV;D4_00001;1
2020;23;Ceará;CE;DIV;D4_00001;1
2020;51;Mato Grosso;MT;DIV;D4_00001;1
2020;53;Distrito Federal;DF;DIV;D4_00001;1
2020;31;Minas Gerais;MG;DIV;D4_00001;1
2020;35;São Paulo;SP;DIV;D4_00001;1
2020;21;Maranhão;MA;DIV;D4_00001;1
2020;14;Roraima;RR;DIV;D4_00001;0
2020;16;Amapá;AP;DIV;D4_00001;0
2020;26;Pernambuco;PE;DIV;D4_00002;1
2020;50;Mato Grosso do Sul;MS;DIV;D4_00002;1
2020;11;Rondônia;RO;DIV;D4_00002;1
2020;32;Espírito Santo;ES;DIV;D4_00002;1
2020;41;Paraná;PR;DIV;D4_00002;1
2020;25;Paraíba;PB;DIV;D4_00002;1
2020;52;Goiás;GO;DIV;D4_00002;1
2020;17;Tocantins;TO;DIV;D4_00002;1
2020;13;Amazonas;AM;DIV;D4_00002;1
2020;42;Santa Catarina;SC;DIV;D4_00002;1
2020;43;Rio Grande do Sul;RS;DIV;D4_00002;1
2020;28;Sergipe;SE;DIV;D4_00002;1
2020;22;Piauí;PI;DIV;D4_00002;1
2020;24;Rio Grande do Norte;RN;DIV;D4_00002;1
2020;15;Pará;PA;DIV;D4_00002;1
2020;29;Bahia;BA;DIV;D4_00002;1
2020;12;Acre;AC;DIV;D4_00002;1
2020;27;Alagoas;AL;DIV;D4_00002;1
2020;33;Rio de Janeiro;RJ;DIV;D4_00002;1
2020;23;Ceará;CE;DIV;D4_00002;1
2020;51;Mato Grosso;MT;DIV;D4_00002;1
2020;53;Distrito Federal;DF;DIV;D4_00002;1
2020;31;Minas Gerais;MG;DIV;D4_00002;1
2020;35;São Paulo;SP;DIV;D4_00002;1
2020;21;Maranhão;MA;DIV;D4_00002;1
2020;14;Roraima;RR;DIV;D4_00002;0
2020;16;Amapá;AP;DIV;D4_00002;0
2020;26;Pernambuco;PE;DIV;D4_00003;1
2020;50;Mato Grosso do Sul;MS;DIV;D4_00003;1
2020;11;Rondônia;RO;DIV;D4_00003;1
2020;32;Espírito Santo;ES;DIV;D4_00003;1
2020;41;Paraná;PR;DIV;D4_00003;1
2020;25;Paraíba;PB;DIV;D4_00003;1
2020;52;Goiás;GO;DIV;D4_00003;1
2020;17;Tocantins;TO;DIV;D4_00003;1
2020;13;Amazonas;AM;DIV;D4_00003;1
2020;42;Santa Catarina;SC;DIV;D4_00003;1
2020;43;Rio Grande do Sul;RS;DIV;D4_00003;1
2020;28;Sergipe;SE;DIV;D4_00003;1
2020;22;Piauí;PI;DIV;D4_00003;1
2020;24;Rio Grande do Norte;RN;DIV;D4_00003;1
2020;15;Pará;PA;DIV;D4_00003;1
2020;29;Bahia;BA;DIV;D4_00003;1
2020;12;Acre;AC;DIV;D4_00003;1
2020;27;Alagoas;AL;DIV;D4_00003;1
2020;33;Rio de Janeiro;RJ;DIV;D4_00003;1
2020;23;Ceará;CE;DIV;D4_00003;1
2020;51;Mato Grosso;MT;DIV;D4_00003;1
2020;53;Distrito Federal;DF;DIV;D4_00003;1
2020;31;Minas Gerais;MG;DIV;D4_00003;1
2020;35;São Paulo;SP;DIV;D4_00003;1
2020;21;Maranhão;MA;DIV;D4_00003;0
2020;14;Roraima;RR;DIV;D4_00003;1
2020;16;Amapá;AP;DIV;D4_00003;0
2020;26;Pernambuco;PE;DIV;D4_00004;1
2020;50;Mato Grosso do Sul;MS;DIV;D4_00004;1
2020;11;Rondônia;RO;DIV;D4_00004;1
2020;32;Espírito Santo;ES;DIV;D4_00004;1
2020;41;Paraná;PR;DIV;D4_00004;1
2020;25;Paraíba;PB;DIV;D4_00004;1
2020;52;Goiás;GO;DIV;D4_00004;1
2020;17;Tocantins;TO;DIV;D4_00004;1
2020;13;Amazonas;AM;DIV;D4_00004;1
2020;42;Santa Catarina;SC;DIV;D4_00004;1
2020;43;Rio Grande do Sul;RS;DIV;D4_00004;1
2020;28;Sergipe;SE;DIV;D4_00004;1
2020;22;Piauí;PI;DIV;D4_00004;1
2020;24;Rio Grande do Norte;RN;DIV;D4_00004;1
2020;15;Pará;PA;DIV;D4_00004;1
2020;29;Bahia;BA;DIV;D4_00004;1
2020;12;Acre;AC;DIV;D4_00004;1
2020;27;Alagoas;AL;DIV;D4_00004;1
2020;33;Rio de Janeiro;RJ;DIV;D4_00004;1
2020;23;Ceará;CE;DIV;D4_00004;1
2020;51;Mato Grosso;MT;DIV;D4_00004;1
2020;53;Distrito Federal;DF;DIV;D4_00004;1
2020;31;Minas Gerais;MG;DIV;D4_00004;1
2020;35;São Paulo;SP;DIV;D4_00004;1
2020;21;Maranhão;MA;DIV;D4_00004;0
2020;14;Roraima;RR;DIV;D4_00004;1
2020;16;Amapá;AP;DIV;D4_00004;0
2020;26;Pernambuco;PE;DIV;D4_00005;1
2020;50;Mato Grosso do Sul;MS;DIV;D4_00005;1
2020;11;Rondônia;RO;DIV;D4_00005;1
2020;32;Espírito Santo;ES;DIV;D4_00005;1
2020;41;Paraná;PR;DIV;D4_00005;1
2020;25;Paraíba;PB;DIV;D4_00005;0
2020;52;Goiás;GO;DIV;D4_00005;1
2020;17;Tocantins;TO;DIV;D4_00005;1
2020;13;Amazonas;AM;DIV;D4_00005;1
2020;42;Santa Catarina;SC;DIV;D4_00005;1
2020;43;Rio Grande do Sul;RS;DIV;D4_00005;1
2020;28;Sergipe;SE;DIV;D4_00005;1
2020;22;Piauí;PI;DIV;D4_00005;1
2020;24;Rio Grande do Norte;RN;DIV;D4_00005;1
2020;15;Pará;PA;DIV;D4_00005;1
2020;29;Bahia;BA;DIV;D4_00005;0
2020;12;Acre;AC;DIV;D4_00005;1
2020;27;Alagoas;AL;DIV;D4_00005;1
2020;33;Rio de Janeiro;RJ;DIV;D4_00005;1
2020;23;Ceará;CE;DIV;D4_00005;1
2020;51;Mato Grosso;MT;DIV;D4_00005;1
2020;53;Distrito Federal;DF;DIV;D4_00005;1
2020;31;Minas Gerais;MG;DIV;D4_00005;1
2020;35;São Paulo;SP;DIV;D4_00005;1
2020;21;Maranhão;MA;DIV;D4_00005;0
2020;14;Roraima;RR;DIV;D4_00005;0
2020;16;Amapá;AP;DIV;D4_00005;0
2020;26;Pernambuco;PE;DIV;D4_00006;1
2020;50;Mato Grosso do Sul;MS;DIV;D4_00006;1
2020;11;Rondônia;RO;DIV;D4_00006;1
2020;32;Espírito Santo;ES;DIV;D4_00006;1
2020;41;Paraná;PR;DIV;D4_00006;1
2020;25;Paraíba;PB;DIV;D4_00006;0
2020;52;Goiás;GO;DIV;D4_00006;1
2020;17;Tocantins;TO;DIV;D4_00006;1
2020;13;Amazonas;AM;DIV;D4_00006;1
2020;42;Santa Catarina;SC;DIV;D4_00006;1
2020;43;Rio Grande do Sul;RS;DIV;D4_00006;1
2020;28;Sergipe;SE;DIV;D4_00006;0
2020;22;Piauí;PI;DIV;D4_00006;1
2020;24;Rio Grande do Norte;RN;DIV;D4_00006;1
2020;15;Pará;PA;DIV;D4_00006;1
2020;29;Bahia;BA;DIV;D4_00006;0
2020;12;Acre;AC;DIV;D4_00006;1
2020;27;Alagoas;AL;DIV;D4_00006;1
